code,name,category,source,field,detected_in_text,param_value,issue_type,severity,description
S691100,Cirkulátor SOUS-VIDE EKO,Gastro Prevádzky a Profesionáli > Varná technika > Sous-vide zariadenia,gastromarket_stalgast,Objem (l),,26 L (Gross: 5 L),GEOMETRIC_IMPOSSIBILITY,ERROR,Claimed volume 26L exceeds gross outer volume 5L (145x115x325mm)
S982223120,"Vyhrievaný nadstavec dvojpolicový | nerez AISI 445 | keramické telesá | 1 200 × 300 × 700 mm | 1,2 kW / 230 V | S982223120",Gastro Prevádzky a Profesionáli > Výdaj jedál > Ohrevné lampy a mosty,gastromarket_stalgast,Rozmery (ŠxHxV),200x300x700,1200x300x700,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 200x300x700 diverge from filter 1200x300x700
S980727110,Umývací stôl krytovaný s drezom a s krídlovými dvierkami  1100x700x850mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,gastromarket_stalgast,Rozmery (ŠxHxV),500x500x250,1100x700x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 500x500x250 diverge from filter 1100x700x850
S980727080,Umývací stôl krytovaný s drezom a s krídlovými dvierkami  800x700x850mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,gastromarket_stalgast,Rozmery (ŠxHxV),500x500x250,800x700x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 500x500x250 diverge from filter 800x700x850
S980726100,Umývací stôl krytovaný s drezom a s krídlovými dvierkami  1000x600x850mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,gastromarket_stalgast,Rozmery (ŠxHxV),400x400x250,1000x600x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 400x400x250 diverge from filter 1000x600x850
S980726150,Umývací stôl krytovaný s drezom a s krídlovými dvierkami  1500x600x850mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,gastromarket_stalgast,Rozmery (ŠxHxV),400x400x250,1500x600x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 400x400x250 diverge from filter 1500x600x850
S980726130,Umývací stôl krytovaný s drezom a s krídlovými dvierkami  1300x600x850mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,gastromarket_stalgast,Rozmery (ŠxHxV),400x400x250,1300x600x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 400x400x250 diverge from filter 1300x600x850
S980727130,Umývací stôl krytovaný s drezom a s krídlovými dvierkami  1300x700x850mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,gastromarket_stalgast,Rozmery (ŠxHxV),500x500x250,1300x700x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 500x500x250 diverge from filter 1300x700x850
S980726140,Umývací stôl krytovaný s drezom a s krídlovými dvierkami  1400x600x850mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,gastromarket_stalgast,Rozmery (ŠxHxV),400x400x250,1400x600x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 400x400x250 diverge from filter 1400x600x850
S980726110,Umývací stôl krytovaný s drezom a s krídlovými dvierkami  1100x600x850mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,gastromarket_stalgast,Rozmery (ŠxHxV),400x400x250,1100x600x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 400x400x250 diverge from filter 1100x600x850
S980727150,Umývací stôl krytovaný s drezom a s krídlovými dvierkami  1500x700x850mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,gastromarket_stalgast,Rozmery (ŠxHxV),500x500x250,1500x700x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 500x500x250 diverge from filter 1500x700x850
S980727120,Umývací stôl krytovaný s drezom a s krídlovými dvierkami  1200x700x850mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,gastromarket_stalgast,Rozmery (ŠxHxV),500x500x250,1200x700x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 500x500x250 diverge from filter 1200x700x850
S980727070,Umývací stôl krytovaný s drezom a s krídlovými dvierkami  700x700x850mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,gastromarket_stalgast,Rozmery (ŠxHxV),500x500x250,700x700x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 500x500x250 diverge from filter 700x700x850
S980726080,Umývací stôl krytovaný s drezom a s krídlovými dvierkami  800x600x850mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,gastromarket_stalgast,Rozmery (ŠxHxV),400x400x250,800x600x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 400x400x250 diverge from filter 800x600x850
S980726070,Umývací stôl krytovaný s drezom a s krídlovými dvierkami  700x600x850mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,gastromarket_stalgast,Rozmery (ŠxHxV),400x400x250,700x600x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 400x400x250 diverge from filter 700x600x850
S980726120,Umývací stôl krytovaný s drezom a s krídlovými dvierkami  1200x600x850mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,gastromarket_stalgast,Rozmery (ŠxHxV),400x400x250,1200x600x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 400x400x250 diverge from filter 1200x600x850
S980726090,Umývací stôl krytovaný s drezom a s krídlovými dvierkami  900x600x850mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,gastromarket_stalgast,Rozmery (ŠxHxV),400x400x250,900x600x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 400x400x250 diverge from filter 900x600x850
S980727090,Umývací stôl krytovaný s drezom a s krídlovými dvierkami  900x700x850mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,gastromarket_stalgast,Rozmery (ŠxHxV),500x500x250,900x700x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 500x500x250 diverge from filter 900x700x850
S980746100,Umývací stôl krytovaný s drezom a s posuvnými dvierkami  1000x600x850mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,gastromarket_stalgast,Rozmery (ŠxHxV),400x400x250,1000x600x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 400x400x250 diverge from filter 1000x600x850
S980746150,Umývací stôl krytovaný s drezom a s posuvnými dvierkami  1500x600x850mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,gastromarket_stalgast,Rozmery (ŠxHxV),400x400x250,1500x600x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 400x400x250 diverge from filter 1500x600x850
S980747080,Umývací stôl krytovaný s drezom a s posuvnými dvierkami  800x700x850mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,gastromarket_stalgast,Rozmery (ŠxHxV),500x500x250,800x700x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 500x500x250 diverge from filter 800x700x850
S980747130,Umývací stôl krytovaný s drezom a s posuvnými dvierkami  1300x700x850mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,gastromarket_stalgast,Rozmery (ŠxHxV),500x500x250,1300x700x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 500x500x250 diverge from filter 1300x700x850
S980747170,Umývací stôl krytovaný s drezom a s posuvnými dvierkami  1700x700x850mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,gastromarket_stalgast,Rozmery (ŠxHxV),500x500x250,1700x700x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 500x500x250 diverge from filter 1700x700x850
S980747100,Umývací stôl krytovaný s drezom a s posuvnými dvierkami  1000x700x850mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,gastromarket_stalgast,Rozmery (ŠxHxV),500x500x250,1000x700x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 500x500x250 diverge from filter 1000x700x850
S980746090,Umývací stôl krytovaný s drezom a s posuvnými dvierkami  900x600x850mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,gastromarket_stalgast,Rozmery (ŠxHxV),400x400x250,900x600x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 400x400x250 diverge from filter 900x600x850
S980747180,Umývací stôl krytovaný s drezom a s posuvnými dvierkami  1800x700x850mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,gastromarket_stalgast,Rozmery (ŠxHxV),500x500x250,1800x700x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 500x500x250 diverge from filter 1800x700x850
S980746160,Umývací stôl krytovaný s drezom a s posuvnými dvierkami  1600x600x850mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,gastromarket_stalgast,Rozmery (ŠxHxV),400x400x250,1600x600x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 400x400x250 diverge from filter 1600x600x850
S980747160,Umývací stôl krytovaný s drezom a s posuvnými dvierkami  1600x700x850mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,gastromarket_stalgast,Rozmery (ŠxHxV),500x500x250,1600x700x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 500x500x250 diverge from filter 1600x700x850
S980747150,Umývací stôl krytovaný s drezom a s posuvnými dvierkami  1500x700x850mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,gastromarket_stalgast,Rozmery (ŠxHxV),500x500x250,1500x700x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 500x500x250 diverge from filter 1500x700x850
S980746140,Umývací stôl krytovaný s drezom a s posuvnými dvierkami  1400x600x850mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,gastromarket_stalgast,Rozmery (ŠxHxV),400x400x250,1400x600x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 400x400x250 diverge from filter 1400x600x850
S980746170,Umývací stôl krytovaný s drezom a s posuvnými dvierkami  1700x600x850mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,gastromarket_stalgast,Rozmery (ŠxHxV),400x400x250,1700x600x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 400x400x250 diverge from filter 1700x600x850
S980747120,Umývací stôl krytovaný s drezom a s posuvnými dvierkami  1200x700x850mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,gastromarket_stalgast,Rozmery (ŠxHxV),500x500x250,1200x700x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 500x500x250 diverge from filter 1200x700x850
S980746110,Umývací stôl krytovaný s drezom a s posuvnými dvierkami  1100x600x850mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,gastromarket_stalgast,Rozmery (ŠxHxV),400x400x250,1100x600x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 400x400x250 diverge from filter 1100x600x850
S980746120,Umývací stôl krytovaný s drezom a s posuvnými dvierkami  1200x600x850mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,gastromarket_stalgast,Rozmery (ŠxHxV),400x400x250,1200x600x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 400x400x250 diverge from filter 1200x600x850
S980746130,Umývací stôl krytovaný s drezom a s posuvnými dvierkami  1300x600x850mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,gastromarket_stalgast,Rozmery (ŠxHxV),400x400x250,1300x600x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 400x400x250 diverge from filter 1300x600x850
S980746080,Umývací stôl krytovaný s drezom a s posuvnými dvierkami  800x600x850mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,gastromarket_stalgast,Rozmery (ŠxHxV),400x400x250,800x600x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 400x400x250 diverge from filter 800x600x850
S980747090,Umývací stôl krytovaný s drezom a s posuvnými dvierkami  900x700x850mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,gastromarket_stalgast,Rozmery (ŠxHxV),500x500x250,900x700x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 500x500x250 diverge from filter 900x700x850
S980747140,Umývací stôl krytovaný s drezom a s posuvnými dvierkami  1400x700x850mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,gastromarket_stalgast,Rozmery (ŠxHxV),500x500x250,1400x700x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 500x500x250 diverge from filter 1400x700x850
S980747190,Umývací stôl krytovaný s drezom a s posuvnými dvierkami  1900x700x850mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,gastromarket_stalgast,Rozmery (ŠxHxV),500x500x250,1900x700x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 500x500x250 diverge from filter 1900x700x850
S980746180,Umývací stôl krytovaný s drezom a s posuvnými dvierkami  1800x600x850mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,gastromarket_stalgast,Rozmery (ŠxHxV),400x400x250,1800x600x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 400x400x250 diverge from filter 1800x600x850
S980876150,Umývací stôl krytovaný s dvojdrezom a s krídlovými dvierkami  1500x600x850mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,gastromarket_stalgast,Rozmery (ŠxHxV),400x400x250,1500x600x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 400x400x250 diverge from filter 1500x600x850
S980876120,Umývací stôl krytovaný s dvojdrezom a s krídlovými dvierkami  1200x600x850mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,gastromarket_stalgast,Rozmery (ŠxHxV),400x400x250,1200x600x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 400x400x250 diverge from filter 1200x600x850
S980876130,Umývací stôl krytovaný s dvojdrezom a s krídlovými dvierkami  1300x600x850mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,gastromarket_stalgast,Rozmery (ŠxHxV),400x400x250,1300x600x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 400x400x250 diverge from filter 1300x600x850
S980876110,Umývací stôl krytovaný s dvojdrezom a s krídlovými dvierkami  1100x600x850mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,gastromarket_stalgast,Rozmery (ŠxHxV),400x400x250,1100x600x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 400x400x250 diverge from filter 1100x600x850
S980876140,Umývací stôl krytovaný s dvojdrezom a s krídlovými dvierkami  1400x600x850mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,gastromarket_stalgast,Rozmery (ŠxHxV),400x400x250,1400x600x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 400x400x250 diverge from filter 1400x600x850
S980877140,Umývací stôl krytovaný s dvojdrezom a s krídlovými dvierkami  1400x700x850mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,gastromarket_stalgast,Rozmery (ŠxHxV),500x500x250,1400x700x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 500x500x250 diverge from filter 1400x700x850
S980877120,Umývací stôl krytovaný s dvojdrezom a s krídlovými dvierkami  1200x700x850mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,gastromarket_stalgast,Rozmery (ŠxHxV),500x500x250,1200x700x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 500x500x250 diverge from filter 1200x700x850
S980877110,Umývací stôl krytovaný s dvojdrezom a s krídlovými dvierkami  1100x700x850mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,gastromarket_stalgast,Rozmery (ŠxHxV),500x500x250,1100x700x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 500x500x250 diverge from filter 1100x700x850
S980877130,Umývací stôl krytovaný s dvojdrezom a s krídlovými dvierkami  1300x700x850mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,gastromarket_stalgast,Rozmery (ŠxHxV),500x500x250,1300x700x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 500x500x250 diverge from filter 1300x700x850
S980907190,Umývací stôl krytovaný s dvojdrezom a s posuvnými dvierkami  1900x700x850mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,gastromarket_stalgast,Rozmery (ŠxHxV),500x500x250,1900x700x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 500x500x250 diverge from filter 1900x700x850
S980907180,Umývací stôl krytovaný s dvojdrezom a s posuvnými dvierkami  1800x700x850mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,gastromarket_stalgast,Rozmery (ŠxHxV),500x500x250,1800x700x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 500x500x250 diverge from filter 1800x700x850
S980906140,Umývací stôl krytovaný s dvojdrezom a s posuvnými dvierkami  1400x600x850mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,gastromarket_stalgast,Rozmery (ŠxHxV),400x400x250,1400x600x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 400x400x250 diverge from filter 1400x600x850
S980907170,Umývací stôl krytovaný s dvojdrezom a s posuvnými dvierkami  1700x700x850mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,gastromarket_stalgast,Rozmery (ŠxHxV),500x500x250,1700x700x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 500x500x250 diverge from filter 1700x700x850
S980906160,Umývací stôl krytovaný s dvojdrezom a s posuvnými dvierkami  1600x600x850mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,gastromarket_stalgast,Rozmery (ŠxHxV),400x400x250,1600x600x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 400x400x250 diverge from filter 1600x600x850
S980906130,Umývací stôl krytovaný s dvojdrezom a s posuvnými dvierkami  1300x600x850mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,gastromarket_stalgast,Rozmery (ŠxHxV),400x400x250,1300x600x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 400x400x250 diverge from filter 1300x600x850
S980906190,Umývací stôl krytovaný s dvojdrezom a s posuvnými dvierkami  1900x600x850mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,gastromarket_stalgast,Rozmery (ŠxHxV),400x400x250,1900x600x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 400x400x250 diverge from filter 1900x600x850
S980907130,Umývací stôl krytovaný s dvojdrezom a s posuvnými dvierkami  1300x700x850mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,gastromarket_stalgast,Rozmery (ŠxHxV),500x500x250,1300x700x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 500x500x250 diverge from filter 1300x700x850
S980907150,Umývací stôl krytovaný s dvojdrezom a s posuvnými dvierkami  1500x700x850mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,gastromarket_stalgast,Rozmery (ŠxHxV),500x500x250,1500x700x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 500x500x250 diverge from filter 1500x700x850
S980907110,Umývací stôl krytovaný s dvojdrezom a s posuvnými dvierkami  1100x700x850mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,gastromarket_stalgast,Rozmery (ŠxHxV),500x500x250,1100x700x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 500x500x250 diverge from filter 1100x700x850
S980907120,Umývací stôl krytovaný s dvojdrezom a s posuvnými dvierkami  1200x700x850mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,gastromarket_stalgast,Rozmery (ŠxHxV),500x500x250,1200x700x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 500x500x250 diverge from filter 1200x700x850
S980906150,Umývací stôl krytovaný s dvojdrezom a s posuvnými dvierkami  1500x600x850mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,gastromarket_stalgast,Rozmery (ŠxHxV),400x400x250,1500x600x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 400x400x250 diverge from filter 1500x600x850
S980906180,Umývací stôl krytovaný s dvojdrezom a s posuvnými dvierkami  1800x600x850mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,gastromarket_stalgast,Rozmery (ŠxHxV),400x400x250,1800x600x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 400x400x250 diverge from filter 1800x600x850
S980907160,Umývací stôl krytovaný s dvojdrezom a s posuvnými dvierkami  1600x700x850mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,gastromarket_stalgast,Rozmery (ŠxHxV),500x500x250,1600x700x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 500x500x250 diverge from filter 1600x700x850
S980906120,Umývací stôl krytovaný s dvojdrezom a s posuvnými dvierkami  1200x600x850mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,gastromarket_stalgast,Rozmery (ŠxHxV),400x400x250,1200x600x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 400x400x250 diverge from filter 1200x600x850
S980906110,Umývací stôl krytovaný s dvojdrezom a s posuvnými dvierkami  1100x600x850mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,gastromarket_stalgast,Rozmery (ŠxHxV),400x400x250,1100x600x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 400x400x250 diverge from filter 1100x600x850
S981037240,Umývací stôl pre podstolovú umývačku STALGAST® - dĺžka 2400 mm,Gastro Prevádzky a Profesionáli > Umývacia technika > Stoly k umývačkám,gastromarket_stalgast,Rozmery (ŠxHxV),500x500x250,2400x700x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 500x500x250 diverge from filter 2400x700x850
S980957180,Umývací stôl pre podstolovú umývačku STALGAST® - dĺžka 1800 mm,Gastro Prevádzky a Profesionáli > Umývacia technika > Stoly k umývačkám,gastromarket_stalgast,Rozmery (ŠxHxV),500x500x250,1800x700x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 500x500x250 diverge from filter 1800x700x850
S981037180,Umývací stôl pre podstolovú umývačku STALGAST® - dĺžka 1800 mm,Gastro Prevádzky a Profesionáli > Umývacia technika > Stoly k umývačkám,gastromarket_stalgast,Rozmery (ŠxHxV),500x500x250,1800x700x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 500x500x250 diverge from filter 1800x700x850
S981037190,Umývací stôl pre podstolovú umývačku STALGAST® - dĺžka 1900 mm,Gastro Prevádzky a Profesionáli > Umývacia technika > Stoly k umývačkám,gastromarket_stalgast,Rozmery (ŠxHxV),500x500x250,1900x700x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 500x500x250 diverge from filter 1900x700x850
S981047220,Umývací stôl pre podstolovú umývačku STALGAST® - dĺžka 2200 mm,Gastro Prevádzky a Profesionáli > Umývacia technika > Stoly k umývačkám,gastromarket_stalgast,Rozmery (ŠxHxV),500x500x250,2200x700x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 500x500x250 diverge from filter 2200x700x850
S981047170,Umývací stôl pre podstolovú umývačku STALGAST® - dĺžka 1700 mm,Gastro Prevádzky a Profesionáli > Umývacia technika > Stoly k umývačkám,gastromarket_stalgast,Rozmery (ŠxHxV),500x500x250,1700x700x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 500x500x250 diverge from filter 1700x700x850
S981047210,Umývací stôl pre podstolovú umývačku STALGAST® - dĺžka 2100 mm,Gastro Prevádzky a Profesionáli > Umývacia technika > Stoly k umývačkám,gastromarket_stalgast,Rozmery (ŠxHxV),500x500x250,2100x700x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 500x500x250 diverge from filter 2100x700x850
S981037230,Umývací stôl pre podstolovú umývačku STALGAST® - dĺžka 2300 mm,Gastro Prevádzky a Profesionáli > Umývacia technika > Stoly k umývačkám,gastromarket_stalgast,Rozmery (ŠxHxV),500x500x250,2300x700x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 500x500x250 diverge from filter 2300x700x850
S981047240,Umývací stôl pre podstolovú umývačku STALGAST® - dĺžka 2400 mm,Gastro Prevádzky a Profesionáli > Umývacia technika > Stoly k umývačkám,gastromarket_stalgast,Rozmery (ŠxHxV),500x500x250,2400x700x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 500x500x250 diverge from filter 2400x700x850
S980967120,Umývací stôl pre podstolovú umývačku STALGAST® - dĺžka 1200 mm,Gastro Prevádzky a Profesionáli > Umývacia technika > Stoly k umývačkám,gastromarket_stalgast,Rozmery (ŠxHxV),500x500x250,1200x700x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 500x500x250 diverge from filter 1200x700x850
S981047200,Umývací stôl pre podstolovú umývačku STALGAST® - dĺžka 2000 mm,Gastro Prevádzky a Profesionáli > Umývacia technika > Stoly k umývačkám,gastromarket_stalgast,Rozmery (ŠxHxV),500x500x250,2000x700x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 500x500x250 diverge from filter 2000x700x850
S980957160,Umývací stôl pre podstolovú umývačku STALGAST® - dĺžka 1600 mm,Gastro Prevádzky a Profesionáli > Umývacia technika > Stoly k umývačkám,gastromarket_stalgast,Rozmery (ŠxHxV),500x500x250,1600x700x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 500x500x250 diverge from filter 1600x700x850
S981047160,Umývací stôl pre podstolovú umývačku STALGAST® - dĺžka 1600 mm,Gastro Prevádzky a Profesionáli > Umývacia technika > Stoly k umývačkám,gastromarket_stalgast,Rozmery (ŠxHxV),500x500x250,1600x700x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 500x500x250 diverge from filter 1600x700x850
S980967140,Umývací stôl pre podstolovú umývačku STALGAST® - dĺžka 1400 mm,Gastro Prevádzky a Profesionáli > Umývacia technika > Stoly k umývačkám,gastromarket_stalgast,Rozmery (ŠxHxV),500x500x250,1400x700x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 500x500x250 diverge from filter 1400x700x850
S980967160,Umývací stôl pre podstolovú umývačku STALGAST® - dĺžka 1600 mm,Gastro Prevádzky a Profesionáli > Umývacia technika > Stoly k umývačkám,gastromarket_stalgast,Rozmery (ŠxHxV),500x500x250,1600x700x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 500x500x250 diverge from filter 1600x700x850
S981037200,Umývací stôl pre podstolovú umývačku STALGAST® - dĺžka 2000 mm,Gastro Prevádzky a Profesionáli > Umývacia technika > Stoly k umývačkám,gastromarket_stalgast,Rozmery (ŠxHxV),500x500x250,2000x700x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 500x500x250 diverge from filter 2000x700x850
