Kat. číslo;Názov tovaru;Bežná cena;Výrobca;Krátky popis;Dlhý popis;Obrázky;Hlavna kategória;Viditeľný
ECBNe 8872;Liebherr ECBNe 8872 PremiumPlus;7199.0;Liebherr;"Biofresh: ano
Nofrost: ano
Úspornosť: E
Farba: Variabilná
Výška (cm): 202.70
Šírka (cm): 91.00
Hĺbka (cm): 61.00
Hmotnosť prístroja vrátane obalu (kg): 172.00
Spotreba elektrickej energie za 365 dní: 320.00
Hlučnosť (dB): 39.00
Počet chladiacich okruhov: 2
Doba skladovania pri výpadku prúdu (h): 17
Čistý objem celkom (l): 523
Čistý objem chladničky (l): 363.00
Čistý objem mrazničky (l): 160.00
Zmrazovacia kapacita za 24 h(kg): 10";"BioFresh

BioFresh zaručuje dokonalú klímu pre mimoriadne dlhú čerstvosť. Pri teplote tesne nad 0 °C a ideálnej vlhkosti vzduchu si ovocie a zelenina, mäso a ryby zachovajú svoje zdravé vitamíny.

DuoCooling

DuoCooling vďaka dvom úplne oddeleným chladiacim okruhom zaručuje, že medzi chladiacou a mraziacou časťou nedochádza k prúdeniu vzduchu. Potraviny nevyschnú a tiež nedochádza k prenosu pachov. A to znamená: Menej vyhadzovania, menej nakupovania, ale väčšia úspora a pohoda.

IceMaker s pevnou prípojkou vody

S IceMaker s pevnou prípojkou na vodu máte poruke na každú príležitosť kocky ľadu v tej najlepšej kvalite. Potrebujete iba jeden nápoj alebo zásoby na celú oslavu? V dvoch zásuvkách budete mať dostatok ľadu na každú príležitosť. IceMaker s možnosťou vypnutia sa plne automaticky postará o dostatočné zásoby.

SuperFrost

SuperFrost vytvára rezervy chladu pre zmrazenie čerstvých uskladnených potravín, ktoré je šetrné voči vitamínom. Prepnutie z teploty -32 °C v mraziacej časti na pôvodnú teplotu sa vykonáva s riadením podľa času a množstva a prispieva k úspore energie.

NoFrost

Pri NoFrost sa zamrazený tovar zmrazuje s vychladeným cirkulujúcim vzduchom a vlhkosť vzduchu sa odvádza preč. Mraziaci priestor tak ostáva vždy bez námrazy a na potravinách sa nevytvorí vrstva ľadu.

Detská poistka

Detská poistka sa dá naprogramovať tak, aby zabránila neúmyselnému vypnutiu zariadenia. Ak je detská poistka zapnutá, je zobrazená symbolom v MagicEye.";;;1
vinotéky LIEBHERR;Domáce vinotéky LIEBHERR;4599.0;Liebherr;"1.: Liebherr WPgbi 7473 Vinidor Selection Rozmery (cm): 201.30/69.70/76.40, Čistý … Výška 201.30, šířka 69.70, hloubka 76.40
2.: Liebherr WPgbi 7472 Vinidor Selection Rozmery (cm): 201.30/69.70/76.40, Čistý … Výška 201.30, šířka 69.70, hloubka 76.40
3.: Liebherr WPgbi 5273 Vinidor Selection Rozmery (cm): 185.40/59.70/67.80, Čistý … Výška 185.40, šířka 59.70, hloubka 67.80";;https://www.topchladenie.sk/data/sharedfiles/obrazky/produkty/pMinic2/liebherr_wpgbi_7473_21GAx.jpg,https://www.topchladenie.sk/data/sharedfiles/obrazky/produkty/pMinic2/liebherr_wpgbi_7472_21GAx.jpg,https://www.topchladenie.sk/data/sharedfiles/obrazky/produkty/pMinic2/liebherr_wpgbi_5273_21GAx.jpg,https://www.topchladenie.sk/data/sharedfiles/obrazky/produkty/pShow2/liebherr_wpgbi_7473_21GAx.jpg,https://www.topchladenie.sk/data/sharedfiles/obrazky/produkty/pShow2/liebherr_wpgbi_7472_21GAx.jpg,https://www.topchladenie.sk/data/sharedfiles/obrazky/produkty/pShow2/liebherr_wpgbi_5273_21GAx.jpg,https://www.topchladenie.sk/data/sharedfiles/obrazky/produkty/pShow2/wsbl-4201-1-1_21GAx.jpg,https://www.topchladenie.sk/data/sharedfiles/obrazky/produkty/pShow2/f6bd333676aa43c18fbe3ac2ad86467b_21GAx.jpg,https://www.topchladenie.sk/data/sharedfiles/obrazky/produkty/pShow2/wpbl-4201-1-1_21GAx.jpg,https://www.topchladenie.sk/data/sharedfiles/obrazky/produkty/pShow2/wpbl-5001-1-1-1_21GAx.jpg,https://www.topchladenie.sk/data/sharedfiles/obrazky/produkty/pShow2/wpbli-5231-1-1_21GAx.jpg,https://www.topchladenie.sk/data/sharedfiles/obrazky/produkty/pShow2/wsbli-7731-1-1_21GAx.jpg,https://www.topchladenie.sk/data/sharedfiles/obrazky/produkty/pShow2/Liebherr_WTpes_205972_3.jpg,https://www.topchladenie.sk/data/sharedfiles/obrazky/produkty/pShow2/5932baf06f100ddd56cbf64e65c5cd9e_21B0x.jpg,https://www.topchladenie.sk/data/sharedfiles/obrazky/produkty/pShow2/6f365bb7b574bad1e0789fb3aec80ff9_21GAx.jpg,https://www.topchladenie.sk/data/sharedfiles/obrazky/produkty/pShow2/83d9260a7f4a04cc23bd0c4077196c7c_21B0x.jpg,https://www.topchladenie.sk/data/sharedfiles/obrazky/produkty/pShow2/Liebherr_WTes_205972_2_21B0x.jpg,https://www.topchladenie.sk/data/sharedfiles/obrazky/produkty/pShow2/Liebherr_WTes_205872_3.jpg,https://www.topchladenie.sk/data/sharedfiles/obrazky/produkty/pShow2/88db4642e6cc658ff4357ff82ed3befd_21GAx.jpg,https://www.topchladenie.sk/data/sharedfiles/obrazky/produkty/pShow2/Liebherr_WTes_201672_4_21B0x.jpg,https://www.topchladenie.sk/data/sharedfiles/obrazky/produkty/pShow2/8e534758f47c07fb6a68c9e21b2fad22_21B0x.jpg,https://www.topchladenie.sk/data/sharedfiles/obrazky/produkty/pShow2/c17c96a6c3e961bb1252f05b34dd7f89_21B0x.jpg,https://www.topchladenie.sk/data/sharedfiles/obrazky/produkty/pShow2/514e71a5552c4b0d276a614d4116bcba_21B0x.jpg,https://www.topchladenie.sk/data/sharedfiles/obrazky/produkty/pShow2/12be7c517d4a4fa5c5d306fcf1ae06db_21GAx.jpg,https://www.topchladenie.sk/data/sharedfiles/obrazky/produkty/pShow2/Liebherr_WKb_201802_7_21B0x.jpg,https://www.topchladenie.sk/data/sharedfiles/obrazky/produkty/pShow2/fde75d93cb9c2328a2ab9dcabefa3a75_21GAx.jpg,https://www.topchladenie.sk/data/sharedfiles/obrazky/produkty/pShow2/b762d84685608f369c93b75cddd8ecf1_21GAx.jpg,https://www.topchladenie.sk/data/sharedfiles/obrazky/produkty/pShow2/ffbd389e9cd7f9b1f4d2cf015f6ed413_21GAx.jpg,https://www.topchladenie.sk/data/sharedfiles/obrazky/produkty/pShow2/3605089d09d07136a655af02f7e919e3_21GAx.jpg,https://www.topchladenie.sk/data/sharedfiles/obrazky/produkty/pShow2/53fa2adbd1541ecc125d7715bfc94833_21GAx.jpg,https://www.topchladenie.sk/data/sharedfiles/obrazky/produkty/pShow2/52123227219ffe59c9f17acaba309a50_21B0x.jpg,https://www.topchladenie.sk/data/sharedfiles/obrazky/produkty/pShow2/3f54772b5e290193b4747458081fe1d5_21B0x.jpg,https://www.topchladenie.sk/data/sharedfiles/obrazky/produkty/pShow2/eaa2d46b2bf0ebe17788e0dcd1f80156_21B0x.jpg,https://www.topchladenie.sk/data/sharedfiles/obrazky/produkty/pShow2/441eb5456f09419d205f64e8cda90d5a_21B0x.jpg,https://www.topchladenie.sk/data/sharedfiles/obrazky/produkty/pShow2/Liebherr_SWTNes_204285_21B0x.jpg,https://www.topchladenie.sk/data/sharedfiles/obrazky/produkty/pShow2/wsbl-4601-1-1_21GAx.jpg,https://www.topchladenie.sk/data/sharedfiles/obrazky/produkty/pShow2/wpbl-4601-1-1_21GAx.jpg,https://www.topchladenie.sk/data/sharedfiles/obrazky/produkty/pShow2/wsbl-5001-1-1_21GAx.jpg,https://www.topchladenie.sk/data/sharedfiles/obrazky/produkty/pShow2/wpbli-5031-1-1_21GAx.jpg;;1
IRd 4021;Liebherr IRd 4021 Plus;1299.0;Liebherr;"Úspornosť: D
Farba: Variabilná
Výška (cm): 102.20
Šírka (cm): 55.90
Hĺbka (cm): 54.60
Hmotnosť prístroja vrátane obalu (kg): 39.50
Spotreba elektrickej energie za 365 dní: 118.00
Hlučnosť (dB): 33.00
Počet chladiacich okruhov: 1
Doba skladovania pri výpadku prúdu (h): 9
Čistý objem celkom (l): 147
Čistý objem chladničky (l): 131.00
Čistý objem mrazničky (l): 16.00
Zmrazovacia kapacita za 24 h(kg): 2";"EasyFresh

Garantom maximálnej čerstvosti vo vašej domácnosti je náš priečinok EasyFresh. Nezáleží, či máte nebalené ovocie, zeleninu alebo šťavy: tu optimálne uskladníte všetko. Prostredníctvom potravín sa vďaka hermetickému uzavretiu zvýši vlhkosť vzduchu v priečinku. Takto zostanú potraviny dlho čerstvé.

Možnosť dovybavenia so SmartDeviceBox

Chcete byť vybavení pre budúcnosť Smart Home? Vaša chladnička Liebherr vám rada pomôže: Môže ju dovybaviť so SmartDeviceBox, ktorý dostane vašu chladničku Liebherr na internet. SmartDeviceBox namontujete v niekoľkých krokoch a už dnes vám otvorí dvere do celého sveta digitálnych možností.

Dotykový displej

Skutočne jedinečný: Vďaka dotykovému displeju je ovládanie vašej chladničky Liebherr skutočne jednoduché a intuitívne. Na displeji sú všetky funkcie prehľadne usporiadané. Ľahkým dotykom prsta poľahky napríklad zvolíte funkcie alebo skontrolujte aktuálnu teplotu vašej chladničky.

SoftSystem

Od raňajok až po polnočné maškrtenie – naskytá sa množstvo príležitostí na otvorenie a zatvorenie chladničky. A s vašou chladničkou Liebherr je to skutočná zábava: Vďaka SoftSystem sa dvere chladničky zatvárajú s mäkkým tlmením, a tiež bezpečne a príjemne ľahko a ticho. Fľaše uložené vo vnútorných dverách pritom zostanú bezpečne stáť – bez hrkotania a kývania.

SuperSilent

Pššššt – dobre sa započúvajte: Vaša chladnička Liebherr je taká tichá, že musíte nastražiť uši, aby ste ju zaregistrovali. Čo sa za tým skrýva? Všetky chladiace komponenty ako kompresory, ventily, ventilátory a výparník sú optimálne a dokonale vzájomne prispôsobené. Aby ste vo vašej kuchyni počuli iba to, čo chcete počuť.

Bočné LED osvetlenie na jednej strane

Pre rýchly prehľad v chladničke: Bočné LED osvetlenie Vám umožňuje udržať si prehľad o potravinách. LED svetlá sú umiestnené tak, že svetelný lúč smeruje zhora nadol. A keď LED svetlá sú integrovane zapustené v bočných stenách, cenný vnútorný objem zostane kompletne zachovaný.";;;1
WPbli 5231;Liebherr WPbli 5231 GrandCru Selection;1999.0;Liebherr;"Úspornosť: F
Výška (cm): 188.40
Šírka (cm): 59.70
Hĺbka (cm): 76.30
Hmotnosť prístroja vrátane obalu (kg): 92.00
Spotreba elektrickej energie za 365 dní: 115.00
Hlučnosť (dB): 38.00
Počet chladiacich okruhov: 1
Čistý objem celkom (l): 442
Čistý objem chladničky (l): 443.00";"Vinotéky: mechanický zámok dverí

Strážte svoje poklady. Zbierky vín zvyčajne predstavujú aj cenné investície a preto by ste ich tak aj mali chrániť. Mechanický zámok dverí sa stará o to, že sa do vašej skladovacej chladničky na víno GrandCru Selection nedostanú neoprávnené osoby. Je hladko integrovaný do spotrebiča a dokonale zapadá do celkového dizajnu

Vinotéky: LightColumn jednostranný

Svetelný stĺpec LED LightColumn vedie po celej dĺžke vášho spotrebiča so sklenenými dverami a ponúka dokonalý výhľad na vaše vína. Rovnomerne osvetľuje interiér vašej skladovacej chladničky na víno GrandCru Selection. Špeciálnou prednosťou spotrebiča je stmievateľné osvetlenie na prezentáciu, ktoré atraktívnym spôsobom predvádza vašu zbierku vín, aj keď sú dvere zavreté.

Vinotéky: SmartDevice integrovaný

Sledujte svoje vína, nech ste kdekoľvek. Skladovacia chladnička na víno GrandCru Selection sa dá hravo zosieťovať a vy tak môžete naplno využívať všetky výhody aplikácie SmartDevice. Pristupujte k svojmu spotrebiču odkiaľkoľvek a kontrolujte či meňte mnohé nastavenia vrátane teploty, aj keď práve nie ste doma. Naviac sa vám do smartfónu budú odosielať bezpečnostné informácie o spotrebiči a vašich vínach.

Vinotéky: HumidityControl

Aktívna regulácia vlhkosti. Rad GrandCru Selection prináša funkciu HumidityControl, ktorá vám umožňuje regulovať vlhkosť po 5 % a nastaviť ju na optimálnu hodnotu medzi 50 % a 80 %. Vďaka tomu môžete upraviť vlhkosť podľa potreby a udržať ideálne prostredie, v ktorom vaše vína pokojne dozrejú.

Vinotéky: rukoväť leštený hliník

Vďaka tejto vysokokvalitnej rukoväti z lešteného hliníka môžete k svojej zbierke vín pristupovať štýlovo. Nielenže vyzerá skvele, ale tiež sa príjemne drží. Jej ergonomický tvar a hladká povrchová úprava sa starajú o to, že svoju skladovaciu chladničku na víno GrandCru môžete pohodlne otvoriť kedykoľvek.

Vinotéky: osvetlenie na prezentáciu

Predveďte svoje vína v tom najlepšom svetle vďaka osvetleniu na prezentáciu skladovacej chladničky. Pri modeloch so sklenenými dverami môžete svetlo nechať zapnuté aj po ich zatvorení. Vďaka tomu na seba vaša zbierka vín vždy upúta pozornosť. Intenzitu osvetlenia môžete manuálne upraviť v aplikácii SmartDevice, ako aj na displeji.";;;1
IRCf 5121;Liebherr IRCf 5121 Plus;1799.0;Liebherr;"Úspornosť: F
Farba: Variabilná
Výška (cm): 177.20
Šírka (cm): 56.00
Hĺbka (cm): 55.00
Hmotnosť prístroja vrátane obalu (kg): 78.00
Spotreba elektrickej energie za 365 dní: 190.20
Hlučnosť (dB): 37.00
Počet chladiacich okruhov: 1
Systém chladenia: statický
Doba skladovania pri výpadku prúdu (h): 9
Čistý objem celkom (l): 274
Čistý objem chladničky (l): 258.00
Čistý objem mrazničky (l): 16.00
Zmrazovacia kapacita za 24 h(kg): 2";"EasyFresh

Garantom maximálnej čerstvosti vo vašej domácnosti je náš priečinok EasyFresh. Nezáleží, či máte nebalené ovocie, zeleninu alebo šťavy: tu optimálne uskladníte všetko. Prostredníctvom potravín sa vďaka hermetickému uzavretiu zvýši vlhkosť vzduchu v priečinku. Takto zostanú potraviny dlho čerstvé.

Možnosť dovybavenia so SmartDeviceBox

Chcete byť vybavení pre budúcnosť Smart Home? Vaša chladnička Liebherr vám rada pomôže: Môže ju dovybaviť so SmartDeviceBox, ktorý dostane vašu chladničku Liebherr na internet. SmartDeviceBox namontujete v niekoľkých krokoch a už dnes vám otvorí dvere do celého sveta digitálnych možností.

Dotykový displej

Skutočne jedinečný: Vďaka dotykovému displeju je ovládanie vašej chladničky Liebherr skutočne jednoduché a intuitívne. Na displeji sú všetky funkcie prehľadne usporiadané. Ľahkým dotykom prsta poľahky napríklad zvolíte funkcie alebo skontrolujte aktuálnu teplotu vašej chladničky.

Miesto pre plech na pečenie

Chcete, aby váš upečený ovocný koláč zostal čerstvý? Alebo pripravená pizza, ktorú vložíte do rúry na pečenie až neskôr? Tak zasuňte plech na pečenie jednoducho do vašej chladničky Liebherr – ponúka dostatok priestoru na uskladnenie plechu na pečenie. Obzvlášť praktické: Plech na pečenie môžete zasunúť a vytiahnuť pri otvorení dvier na 90°.

SoftSystem

Od raňajok až po polnočné maškrtenie – naskytá sa množstvo príležitostí na otvorenie a zatvorenie chladničky. A s vašou chladničkou Liebherr je to skutočná zábava: Vďaka SoftSystem sa dvere chladničky zatvárajú s mäkkým tlmením, a tiež bezpečne a príjemne ľahko a ticho. Fľaše uložené vo vnútorných dverách pritom zostanú bezpečne stáť – bez hrkotania a kývania.

Systém PowerCooling

Chcete si byť istí, že chlad vo vašej chladničke je distribuovaný čo najrovnomernejšie? Systém PowerCooling sa o to postará: Výkonný a súčasne tichý ventilátor účinne distribuuje chladný vzduch v celom chladiacom priestore.";;;1
WSbli 5031;Liebherr WSbli 5031 GrandCru Selection;1749.0;Liebherr;"Úspornosť: E
Výška (cm): 168.40
Šírka (cm): 59.70
Hĺbka (cm): 76.30
Hmotnosť prístroja vrátane obalu (kg): 64.00
Spotreba elektrickej energie za 365 dní: 97.00
Hlučnosť (dB): 38.00
Počet chladiacich okruhov: 1
Čistý objem celkom (l): 378
Čistý objem chladničky (l): 378.00";"Vinotéky: mechanický zámok dverí

Strážte svoje poklady. Zbierky vín zvyčajne predstavujú aj cenné investície a preto by ste ich tak aj mali chrániť. Mechanický zámok dverí sa stará o to, že sa do vašej skladovacej chladničky na víno GrandCru Selection nedostanú neoprávnené osoby. Je hladko integrovaný do spotrebiča a dokonale zapadá do celkového dizajnu

Vinotéky: SmartDevice integrovaný

Sledujte svoje vína, nech ste kdekoľvek. Skladovacia chladnička na víno GrandCru Selection sa dá hravo zosieťovať a vy tak môžete naplno využívať všetky výhody aplikácie SmartDevice. Pristupujte k svojmu spotrebiču odkiaľkoľvek a kontrolujte či meňte mnohé nastavenia vrátane teploty, aj keď práve nie ste doma. Naviac sa vám do smartfónu budú odosielať bezpečnostné informácie o spotrebiči a vašich vínach.

Vinotéky: HumidityControl

Aktívna regulácia vlhkosti. Rad GrandCru Selection prináša funkciu HumidityControl, ktorá vám umožňuje regulovať vlhkosť po 5 % a nastaviť ju na optimálnu hodnotu medzi 50 % a 80 %. Vďaka tomu môžete upraviť vlhkosť podľa potreby a udržať ideálne prostredie, v ktorom vaše vína pokojne dozrejú.

Vinotéky: rukoväť leštený hliník

Vďaka tejto vysokokvalitnej rukoväti z lešteného hliníka môžete k svojej zbierke vín pristupovať štýlovo. Nielenže vyzerá skvele, ale tiež sa príjemne drží. Jej ergonomický tvar a hladká povrchová úprava sa starajú o to, že svoju skladovaciu chladničku na víno GrandCru môžete pohodlne otvoriť kedykoľvek.

Vinotéky: drevená polička, výškovo nastaviteľná

Elegantné a sofistikované. Tieto poličky z bukového dreva sú navrhnuté tak, aby minimalizovali vibrácie. Tiež umožňujú skladovať víno v horizontálnej polohe a vďaka ich ergonomickému tvaru sa fľaše ľahko ukladajú, prekladajú aj vyberajú. Ďalšou výhodou je skutočnosť, že drevo dýcha a dokáže v sebe uložiť menší objem vody, čo je ideálne na udržiavanie mikroklímy a dlhodobé skladovanie.

Vinotéky: miska na vodu

Získajte ideálnu vlhkosť vzduchu aj v suchých podmienkach vďaka miske na vodu, ktorá sa jednoducho inštaluje. Pomáha udržiavať optimálnu vlhkosť v spotrebiči tým, že zhromažďuje vodu z jeho vnútra, prípadne ju môžete podľa pokynov naplniť sami. Vďaka tomu vaša zbierka vín zostane v ideálnych podmienkach v akomkoľvek prostredí.";;;1
CFc 1875;Liebherr CFc 1875 Plus;829.0;Liebherr;"Úspornosť: C
Farba: Biela
Výška (cm): 82.50
Šírka (cm): 104.50
Hĺbka (cm): 70.20
Hmotnosť prístroja vrátane obalu (kg): 55.50
Spotreba elektrickej energie za 365 dní: 127.00
Hlučnosť (dB): 32.00
Doba skladovania pri výpadku prúdu (h): 50
Čistý objem celkom (l): 192
Čistý objem mrazničky (l): 192.00
Zmrazovacia kapacita za 24 h(kg): 10";"Zámok

Je jedno, či chcete iba vychladiť nápoje na párty alebo nechať mäso poriadne odležať v marináde: Na párty musia byť nachystané obe rovnako. Integrovaný zámok spoľahlivo chráni vaše pochúťky pred „pažravcami“ a „dlhoprstými“. Klepneme im po prstoch.

SmartFrost

So SmartFrost výrazne znížite tvorbu námrazy v interiéri a na zmrazených potravinách. Odmrazovanie je preto potrebné len zriedka. Steny interiéru sú hladké, vďaka čomu sa ľahko čistia. Zapenený ovinutý odparovač zaručuje vysokú energetickú efektivitu a rovnomerné chladenie.

StopFrost

Inovácia StopFrost ponúka rozhodujúce výhody: Výrazne sa zníži pokrytie mraziacej časti a zmrazeného tovaru s vrstvou ľadu, vďaka čomu je odmrazovanie potrebné iba zriedka. So systémom StopFrost navyše po otvorení a zatvorení krytu truhlice nevzniká podtlak. Truhlicová mraznička sa dá vždy otvoriť bez námahy.

Automatika SuperFrost

Automatika SuperFrost robí zo zmrazovania jednoduché a úsporné potešenie. Prevezme rýchly pokles teploty na -32 °C a tak zabezpečí rezervu chladu pre zamrazenie so zachovaním vitamínov. Ihneď po skončení procesu zmrazovania sa automatika SuperFrost prepne po maximálne 65 hodinách späť do normálnej prevádzky a prispieva tak k úspore prúdu.

FrostProtect

Pre zaručenie optimálnej prevádzky mraziacich zariadení aj pri nízkych teplotách okolia sú zariadenia vďaka funkcii FrostProtect nadimenzované na mimoriadnu spôsobilosť na nízke teploty do -15 °C. Pracujú naďalej efektívne, aj keď teplota okolia klesne pod 10 °C. Zariadenia môžete vďaka tomu postaviť aj do nevyhrievaných miestností, napríklad do garáže.";;;1
ZKes 453;Liebherr ZKes 453;2999.0;Liebherr;"Počet chladiacich okruhov: 1
Systém chladenia: dynamický
Čistý objem celkom (l): 39";"SmartSteel

SmartSteel - už žiadne zložité udržiavanie nerezu!
Technológia SmartSteel od Liebherr eliminuje zanechávanie odtlačkov na nerezovom povrchu spotrebičov Liebherr.
 
Jedná sa o zvláštnu, dizajnovo podarenú úpravu povrchu. Zušľachtením nerezovej ocele a špeciálnym povrchovým zdrsnením je dosiahnuté potlačenie zachytávania odtlačkov na povrchu Vašej chladničky, či mrazničky Liebherr.
 
Už nikdy nebudete musieť stále dookola utierať odtlačky z Vášho spotrebiča.

Detská poistka

Detská poistka sa spúšťa na ovládacej elektronike, vďaka ktorej sa zamedzí nežiaducemu vypnutie spotrebiča. Aktivácia detskej poistky je zobrazená pomocou symbolu v MagicEye.

Dverový alarm

K spusteniu upozornenie otvorených dverí v podobe akustického alarmu dochádza 60 sekúnd od otvorenia dverí. Dverový alarm tak zaistí ochranu pred nežiadúcimi teplotami, ktoré by mohli narušiť kvalitu uskladňovanie potravín.

Montáž na stenu

Kompaktné prístroje WKES 653, ZKes 453, CMES 502 je možné inštalovať priamo na stenu, čo vytvorí veľkolepý dojem. Primontovanie na stenu je tiež pohodlné a praktické, vďaka ľahkému prístupu.

Humidor: LED osvetlenie

Dokonalú prezentáciu cigár zaistí Humidor s LED nastaviteľným osvetlením. LED diódy, integrované v izolačnom skle dverí, sú vhodné na dlhodobé predstavenie cigár, pretože vytvára minimum tepla.

Humidor: Prezentačný box

Ľahko vyberateľný prezentačný box humidor zaistí ideálne podmienky pre uskladnenie jednotlivých cigár.";;;1
FNb 425i;Liebherr FNb 425i Prime;1399.0;Liebherr;"BluPerformance: ano
Nofrost: ano
Úspornosť: B
Farba: Biela
Výška (cm): 125.50
Šírka (cm): 59.70
Hĺbka (cm): 67.50
Hmotnosť prístroja vrátane obalu (kg): 60.10
Spotreba elektrickej energie za 365 dní: 106.00
Hlučnosť (dB): 33.00
Počet chladiacich okruhov: 1
Doba skladovania pri výpadku prúdu (h): 15
Čistý objem celkom (l): 161
Čistý objem mrazničky (l): 161.00
Zmrazovacia kapacita za 24 h(kg): 15";"NoFrost

Keď otvoríte svoj mraziaci priečinok, chcete vidieť zmrazené potraviny – ale určite žiadny ľad a námrazu. NoFrost chráni mraziaci priestor pred neželanou tvorbou námrazy, ktorá spotrebúva veľa energie a občas je drahá. NoFrost znamená: Už žiadne namáhavé a časovo náročné odmrazovanie mraziaceho priečinku, viac času na iné vec – a úspora peňazí.

Integrovaný SmartDeviceBox

Vaša chladnička Liebherr je síce umiestnená v kuchyni – ale keď chcete, dostane sa tiež kedykoľvek na internet: Integrované zariadenie SmartDeviceBox otvára bránu ku všetkým výhodám Smart Home. Stačí ho strčiť do zásuvky, zapnúť a pripojiť k sieti prostredníctvom WLAN vašej chladničky Liebherr.

White

Jednoducho, klasicky, kvalitne: Chladnička Liebherr so svojím lesklým, bielym povrchom sa obzvlášť dobre hodí do svetlého prostredia – a napriek trendom a móde zostáva nadčasová, pekná a funkčná. Biely povrch je robustný a ľahko sa čistí. Vďaka tomu zostane vaša chladnička Liebherr veľa rokov rovnako krásna, ako je teraz.

Displej Touch & Swipe

Vaša chladnička Liebherr Vás počúvne na dotyk prsta: Vďaka displeju Touch & Swipe je ovládanie vašej chladničky intuitívne a zvládlo by ho aj dieťa. Ťuknutím a potiahnutím na farebnom displeji jednoducho navolíte funkcie ako „SuperCool“. S rovnakou ľahkosťou nastavíte aj teplotu. A keď displej aktívne nepoužívate? Potom displej zobrazuje skutočnú teplotu.

EasyTwist-Ice

Či už počas letného dňa alebo pre párty: Vďaka EasyTwist-Ice si jednoducho a rýchlo pripravíte zásobu kociek ľadu – úplne bez pevnej prípojky vody. Jednoducho naplňte vodu do nádržky, nechajte ju zamrznúť a jednoduchým otočením uvoľnite hotové kocky ľadu – a už môžete podávať vychladené nápoje. EasyTwist-Ice sa ľahko čistí a vždy zabezpečí hygienickú výrobu kociek ľadu.

EasyOpen

Poznáte to? Po uložení nákupu v mrazničke si všimnete, že ste na niečo zabudli – dvere potom musíte znovu otvoriť namáhavým ťahaním. To sa vám so spotrebičom Liebherr nestane: Vďaka funkcii EasyOpen môžete dvere komfortne a jednoducho otvoriť aj viackrát za sebou.";;;1
RBsfe 5221;Liebherr RBsfe 5221 Plus;1149.0;Liebherr;"BluPerformance: ano
Biofresh: ano
Úspornosť: E
Farba: Biela
Výška (cm): 185.50
Šírka (cm): 59.70
Hĺbka (cm): 67.50
Hmotnosť prístroja vrátane obalu (kg): 83.70
Spotreba elektrickej energie za 365 dní: 205.00
Hlučnosť (dB): 37.00
Počet chladiacich okruhov: 1
Doba skladovania pri výpadku prúdu (h): 16
Čistý objem celkom (l): 351
Čistý objem chladničky (l): 317.00
Čistý objem mrazničky (l): 34.00
Zmrazovacia kapacita za 24 h(kg): 5";"SmartDeviceBox ako dovybavenie

Dovybaviť sa zariadením SmartDeviceBox vám umožní prepojiť váš Liebherr s internetom. SmartDeviceBox stačí jednoducho nainštalovať do vášho chytrého zariadenia a hneď je vám otvorený celý svet digitálnych možností.
Liebherr SmartDeviceBox pre voľne stojace modely 
Liebherr SmartDeviceBox pre vstavané modely

Dverový alarm

K spusteniu upozornenie otvorených dverí v podobe akustického alarmu dochádza 60 sekúnd od otvorenia dverí. Dverový alarm tak zaistí ochranu pred nežiadúcimi teplotami, ktoré by mohli narušiť kvalitu uskladňovanie potravín.

Zarážka dverí

Želáte si bezpečnú úložnú plochu pre vaše nápoje alebo potraviny? A chcete k nim mať aj ľahký prístup? Naše výškovo nastaviteľné zarážky dverí vám ponúkajú oboje – vďaka dnu z bezpečnostného skla a zábradliu z ušľachtilej ocele. A posuvný, vyberateľný držiak na fľaše sa stará o bezpečne stojace fľaše.

DrySafe

Chcete, aby jemný teľací steak alebo čerstvé mlieko zostali čo najdlhšie čerstvé? Priečinky BioFresh sa o to postarajú: V „DrySafe“ panuje teplota blízko 0 °C – ideálne skladovacie podmienky aj pre najcitlivejšie potraviny. A to najlepšie: Všetko je z výroby dokonale nastavené na okamžité použitie – pre dlhšiu čerstvosť.

Polička na fľaše nad priehradkami BioFresh

Čakáte hostí a chcete podávať niektoré nápoje chladnejšíie než obvykle? Na to je pripravený priečinok na odkladanie fliaš nad priečinkami BioFresh: S pomocou rukoväti jednoducho odstráňte sklenenú poličku nad priečinkom na odkladanie fliaš – a hneď môžete bezpečne uložiť a chladiť fľaše rôznych veľkostí.

Výbava vhodná do umývačok riadu

Výbava vášho Liebherr je praktická dvojnásobne: Na jednej strane vám pomáha pri každodennej spotrebe a na druhej strane sa ľahko čistí. Potrebujete umyť dózu na maslo, FlexSystem alebo misku na kocky ľadu? Vložte ich pohodlne do umývačky riadu. Ostane vám viac času na iné veci.";;;1
